Container Number,Repacking Date,WH,Raw material ,Procesisng Type,Processing Type EN,Rpin,Pallets Number,Count of CartonsBins,Total Carton Weight KG,Total Bin Weight KG,FG ,FG Carton,Defects KG,Rotted KG,Month,Week,RM Code,RM Des,FG Code,FG Des,Unitcarton,Cartonpallet,Unitpallet,Act FG KG,FG STD KG,Material STD KG,Shrinkage Kgs,Over-weight kgs,Juice Apple kg,Packout,Shrinkage Kgs%,Over-weight kgs%,Juice Apple kg%,DATE&RPIN,Container&RPIN,Repacking Date&WH,Remark,????KG?,Defects KG ??
CGMU8028178,14/07/2025,SZ,72mm Z Pack Tray,??,repacking,R2934,25032097,19,0,315,72/4,36,76,0,7,Wk29,ROC1201072120,Rockit Apple 72mm Tray (72/0),ROC04812472120,Rockit Apple 72/4 424g,12,128,1536,238.464KG,6.08,16.5,0KG,19.584KG,76,69.57%,0%,6%,24%,250714R2934,CGMU8028178R2934,20250714SZ,OLE,,
MEDU9211537,14/07/2025,SZ,67/5 Rocki,??,Rework,-,,112,879.2,8400,67/5 Rocki,80,2000,0,7,Wk29,RK107515567170,Rockit Apple 67/5 Rocki,RK107515567170,Rockit Apple 67/5 Rocki,15,112,1680,-1120.8KG,7.85,7.85,0KG,0KG,"2,000",76.19%,0%,0%,24%,250714-,MEDU9211537-,20250714SZ,OLE,,
CGMU8006311,14/07/2025,SZ,63/5T Rocki,??,Rework,-,,112,787.4,8960,63/5T Rocki,90,1760,0,7,Wk29,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-972.64KG,7.03,7.03,0KG,0KG,"1,760",80.36%,0%,0%,20%,250714-,CGMU8006311-,20250714SZ,?????,,
TEMU9321455,14/07/2025,SZ,63/5T Rocki,??,Rework,-,,112,787.4,8960,63/5T Rocki,91,1680,0,7,Wk29,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-892.64KG,7.03,7.03,0KG,0KG,"1,680",81.25%,0%,0%,19%,250714-,TEMU9321455-,20250714SZ,?????,,
FBIU5449477,15/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2219,00394198062500935781,3,0,1048,LFP ????,58,370,11,7,Wk29,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,667KG,9.72,360,-32KG,103.24KG,381,53.79%,3%,10%,36%,250715R2219,FBIU5449477R2219,20250715SZ,,,
CGMU5380837,15/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2919,00394198062500431443,1.3,0,451,LFP ????,30,161,3,7,Wk29,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,287KG,9.72,360,-17KG,0KG,164,63.64%,4%,0%,36%,250715R2919,CGMU5380837R2919,20250715SZ,,,
FBIU5449477,15/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2534,00394198062500937389,3,0,1050,LFP ????,69,350,9,7,Wk29,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,690.8KG,9.72,360,-30KG,20.12KG,359,63.87%,3%,2%,34%,250715R2534,FBIU5449477R2534,20250715SZ,,,
SEKU9126837,16/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2917,00394219037825078910,2.2,0,766,LFP ????,54,287,5,7,Wk29,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,474KG,9.72,360,-26KG,0KG,292,61.88%,3%,0%,38%,250716R2917,SEKU9126837R2917,20250716SZ,,,
FBIU5449477,16/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2534,00394198062500937440,3,0,1051,LFP ????,72,374,7,7,Wk29,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,669.68KG,9.72,360,-29KG,0KG,381,63.72%,3%,0%,36%,250716R2534,FBIU5449477R2534,20250716SZ,,,
FBIU5449477,16/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2219,"00394198062500935897
00394198062500936320
00394198062500936337",9,0,3172,LFP ????,216,1086,21,7,Wk29,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,2064.55KG,9.72,360,-68KG,0KG,"1,107",65.09%,2%,0%,35%,250716R2219,FBIU5449477R2219,20250716SZ,,,
SEKU9126837,17/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2447,"00394219037825070211
00394219037825070273",6,0,2907,SFP ????,170,694,8,7,Wk29,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,2205.23KG,6.63,360,0KG,1078.13KG,702,38.77%,0%,37%,24%,250717R2447,SEKU9126837R2447,20250717SZ,,,
SEKU9126837,17/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R1752,00394219037825072444,3,0,1046,SFP ????,95,345,4,7,Wk29,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,696.57KG,6.63,360,-34KG,66.72KG,349,60.22%,3%,6%,33%,250717R1752,SEKU9126837R1752,20250717SZ,,,
TTNU8238631,17/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2851,00394219037825086236,2.5,0,870,SFP ????,81,285,3,7,Wk29,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,581.7KG,6.63,360,-30KG,44.67KG,288,61.73%,3%,5%,33%,250717R2851,TTNU8238631R2851,20250717SZ,,,
CGMU8028178,17/07/2025,SZ,72mm Z Pack Tray,??,repacking,R2934,,49,0,811,72/4,94,189,0,7,Wk29,ROC1201072120,Rockit Apple 72mm Tray (72/0),ROC04812472120,Rockit Apple 72/4 424g,12,128,1536,622.656KG,6.08,16.5,0KG,51.136KG,189,70.43%,0%,6%,23%,250717R2934,CGMU8028178R2934,20250717SZ,OLE,,
MEDU9221999,18/07/2025,SZ,63mm bin,??,repacking,R1580,"00394198062500388990
00394198062500392782
00394198062500396124",8,0,2800,63/5  Rocki,251,1159,22,7,Wk29,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,1619.5KG,6.08,360,-80KG,93.42KG,"1,181",54.50%,3%,3%,42%,250718R1580,MEDU9221999R1580,20250718SZ,??,,
MEDU9221999,18/07/2025,SZ,63mm bin,??,repacking,R1936,00394198062500396124,1,0,350,63/5  Rocki,31,145,3,7,Wk29,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,203KG,6.08,360,-10KG,14.52KG,147,53.85%,3%,4%,42%,250718R1936,MEDU9221999R1936,20250718SZ,??,,
SZLU9418329,18/07/2025,SZ,63mm bin,??,repacking,R2900,00394198062500157596,3,0,1059,63/5  Rocki,94,435,8,7,Wk29,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,616KG,6.08,360,-21KG,44.48KG,443,53.97%,2%,4%,42%,250718R2900,SZLU9418329R2900,20250718SZ,??,,
CAAU4074309,19/07/2025,SZ,67/5 Rocki,??,Rework,-,,112,879.2,8400,67/5 Rocki,89,1725,0,7,Wk29,RK107515567170,Rockit Apple 67/5 Rocki,RK107515567170,Rockit Apple 67/5 Rocki,15,112,1680,-845.8KG,7.85,7.85,0KG,0KG,"1,725",79.46%,0%,0%,21%,250719-,CAAU4074309-,20250719SZ,?????,,
MEDU9211537,19/07/2025,SZ,67/5 Rocki,??,Rework,-,,112,879.2,8400,67/5 Rocki,88,1800,0,7,Wk29,RK107515567170,Rockit Apple 67/5 Rocki,RK107515567170,Rockit Apple 67/5 Rocki,15,112,1680,-920.8KG,7.85,7.85,0KG,0KG,"1,800",78.57%,0%,0%,21%,250719-,MEDU9211537-,20250719SZ,?????,,
SEGU9583968,19/07/2025,SZ,67/5 Rocki,??,Rework,-,,224,1758.4,16800,67/5 Rocki,172,3900,0,7,Wk29,RK107515567170,Rockit Apple 67/5 Rocki,RK107515567170,Rockit Apple 67/5 Rocki,15,112,1680,-2141.6KG,7.85,7.85,0KG,0KG,"3,900",76.79%,0%,0%,23%,250719-,SEGU9583968-,20250719SZ,OLE,,
CAAU4074309,19/07/2025,SZ,67/5 Rocki,??,Rework,-,,224,1758.4,16800,67/5 Rocki,166,4350,0,7,Wk29,RK107515567170,Rockit Apple 67/5 Rocki,RK107515567170,Rockit Apple 67/5 Rocki,15,112,1680,-2591.6KG,7.85,7.85,0KG,0KG,"4,350",74.11%,0%,0%,26%,250719-,CAAU4074309-,20250719SZ,????,,
TTNU8434995,17/07/2025,SH,63/5T Rocki,??,Rework,,,112,787.4,8960,63/5T Rocki,90,1760,0,7,Wk29,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-972.64KG,7.03,7.03,0KG,0KG,"1,760",80.36%,0%,0%,20%,250717,TTNU8434995,20250717SH,?????,,
TTNU8839062,17/07/2025,SH,63/5T Rocki,??,Rework,,,137,963.1,10960,63/5T Rocki,111,2080,0,7,Wk29,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-1116.89KG,7.03,7.03,0KG,0KG,"2,080",81.02%,0%,0%,19%,250717,TTNU8839062,20250717SH,?????,,
NBU4079706,17/07/2025,SH,63/5  Rocki,??,Rework,,,128,778.2,10240,63/5  Rocki,104,1920,0,7,Wk29,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-1141.76KG,6.08,6.08,0KG,0KG,"1,920",81.25%,0%,0%,19%,250717,NBU4079706,20250717SH,?????,,
SEKU9051229,17/07/2025,SH,63/5  Rocki,??,Rework,,,128,778.2,10240,63/5  Rocki,102,2080,0,7,Wk29,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-1301.76KG,6.08,6.08,0KG,0KG,"2,080",79.69%,0%,0%,20%,250717,SEKU9051229,20250717SH,?????,,
MNBU4285538,17/07/2025,SH,63/5  Rocki,??,Rework,,,111,674.9,8880,63/5  Rocki,89,1760,0,7,Wk29,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-1085.12KG,6.08,6.08,0KG,0KG,"1,760",80.18%,0%,0%,20%,250717,MNBU4285538,20250717SH,?????,,
KKFU6774213,19/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2329,"00394198062500449677
00394198062500450642
00394198062500452264",7.3,0,2548,LFP ????,148,1180,5,7,Wk29,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1363KG,9.72,360,-87.2KG,0KG,"1,185",53.49%,3%,0%,47%,250719R2329,KKFU6774213R2329,20250719SH,,,
KKFU6774213,19/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2919,"00394198062500435526
00394198062500435533
00394198062500438299
00394198062500439180",10.2,0,3535,LFP ????,178,1880,8,7,Wk29,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1647KG,9.72,360,-137KG,0KG,"1,888",46.59%,4%,0%,53%,250719R2919,KKFU6774213R2919,20250719SH,,,
KKFU6774213,20/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2919,"00394198062500439180
00394198062500439197
00394198062500442388",6.5,0,2256,LFP ????,121,1140,4,7,Wk30,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1112KG,9.72,360,-73.2KG,0KG,"1,144",49.29%,3%,0%,51%,250720R2919,KKFU6774213R2919,20250720SH,,,
KKFU6774213,21/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R2919,"00394198062500442388
00394198062500444955
00394198062500445013
00394198062500446515",9.3,0,3248,LFP ????,173,1640,5,7,Wk30,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1603KG,9.72,360,-110.8KG,0KG,"1,645",49.35%,3%,0%,51%,250721R2919,KKFU6774213R2919,20250721SH,,,
TEMU9481200,21/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R1021,00394198062500931028,3,0,1040,LFP ????,57,510,3,7,Wk30,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,527KG,9.72,360,-40KG,0KG,513,50.67%,4%,0%,49%,250721R1021,TEMU9481200R1021,20250721SH,,,
TEMU9481200,21/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R1233,00394198062500932995,3,0,1050,LFP ????,58,520,3,7,Wk30,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,527KG,9.72,360,-30KG,0KG,523,50.19%,3%,0%,50%,250721R1233,TEMU9481200R1233,20250721SH,,,
TEMU9481200,22/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R1233,"00394198062500933398
00394198062500933527
00394198062500933572
00394198062500933657",12,0,4200,LFP ????,208,2286,6,7,Wk30,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1908KG,9.72,360,-120KG,0KG,"2,292",45.43%,3%,0%,55%,250722R1233,TEMU9481200R1233,20250722SH,,,
TEMU9481200,22/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R1856,00394198062500933824,2.1,0,721,LFP ????,36,392,1,7,Wk30,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,328KG,9.72,360,-17KG,0KG,393,45.49%,2%,0%,55%,250722R1856,TEMU9481200R1856,20250722SH,,,
MNBU0676787,23/07/2025,SH,63mmT bin,??,repacking,R2919,"‘00394198062500859919
00394198062500859926
00394198062500860007",6.6,0,2301,63/5T Rocki,219,730,5,7,Wk30,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,1566KG,7.03,360,-75KG,26.43KG,735,66.91%,3%,1%,32%,250723R2919,MNBU0676787R2919,20250723SH,???&OLE,,
ONEU9110392,23/07/2025,SH,53-58mm Mixed bin ????,??,repacking,R2851,00394219037825084201,2.5,0,883,SFP ????,102,185,1,7,Wk30,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,697.5KG,6.63,360,-31.4KG,21.24KG,186,76.59%,4%,2%,21%,250723R2851,ONEU9110392R2851,20250723SH,,,
ONEU9110392,23/07/2025,SH,53-58mm Mixed bin ????,??,repacking,R1639,00394219037825069758,3,0,1054,SFP ????,121,260,2,7,Wk30,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,792.5KG,6.63,360,-26KG,0KG,262,75.19%,2%,0%,25%,250723R1639,ONEU9110392R1639,20250723SH,,,
ONEU9110392,23/07/2025,SH,53-58mm Mixed bin ????,??,repacking,R2926,00394219037825083549,0.1,0,42,SFP ????,5,9,0,7,Wk30,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),Rockit Apple SFP,Rockit Apple 52-58 Family Pack 10T,11,70,770,33KG,6.63,360,-1.2KG,0KG,9,78.57%,3%,0%,21%,250723R2926,ONEU9110392R2926,20250723SH,,,
FBIU5449477,21/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2534,"00394198062500937501
00394198062500937563
00394198062500937686",9,0,3209,LFP ????,158,1426,18,7,Wk30,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1765KG,9.72,360,-31KG,229.24KG,"1,444",47.86%,1%,7%,45%,250721R2534,FBIU5449477R2534,20250721SZ,,,
FBIU5449477,21/07/2025,SZ,52-63mm Mixed bin ????,??,repacking,R2219,"00394198062500936566
00394198062500936597",6,0,2108,LFP ????,145,941,10,7,Wk30,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,1157KG,9.72,360,-52KG,0KG,951,54.89%,2%,0%,45%,250721R2219,FBIU5449477R2219,20250721SZ,,,
OERU4195147,22/07/2025,SZ,63/5T Rocki,??,Rework,-,,25,175.8,2000,63/5T Rocki,18,560,0,7,Wk30,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-384.25KG,7.03,7.03,0KG,0KG,560,72.00%,0%,0%,28%,250722-,OERU4195147-,20250722SZ,,,
OTPU6560955,22/07/2025,SZ,63/5  Rocki,??,Rework,-,,49,297.9,3920,63/5  Rocki,36,1040,0,7,Wk30,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-742.08KG,6.08,6.08,0KG,0KG,"1,040",73.47%,0%,0%,27%,250722-,OTPU6560955-,20250722SZ,,,
TEMU9557749,22/07/2025,SZ,63/5  Rocki,??,Rework,-,,50,304,4000,63/5  Rocki,36,1120,0,7,Wk30,RK108016563195,Rockit Apple 63/5 Normal Rocki,RK108016563195,Rockit Apple 63/5 Normal Rocki,16,128,2048,-816KG,6.08,6.08,0KG,0KG,"1,120",72.00%,0%,0%,28%,250722-,TEMU9557749-,20250722SZ,,,
TTNU8238631,23/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2851,25086236,0.5,0,170,LFP ????,13,48,3,7,Wk30,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,119.5KG,9.72,360,-10KG,0KG,51,70.29%,6%,0%,30%,250723R2851,TTNU8238631R2851,20250723SZ,,,
TTNU8238631,23/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2879,25085239,1.7,0,593,LFP ????,44,187,9,7,Wk30,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,397.8KG,9.72,360,-19KG,0KG,195,67.08%,3%,0%,33%,250723R2879,TTNU8238631R2879,20250723SZ,,,
CGMU8006311,23/07/2025,SZ,63/5T Rocki,??,Rework,-,,99,696,7920,63/5T Rocki,77,1760,0,7,Wk30,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-1064.03KG,7.03,7.03,0KG,0KG,"1,760",77.78%,0%,0%,22%,250723-,CGMU8006311-,20250723SZ,,,
OERU4195147,23/07/2025,SZ,63/5T Rocki,??,Rework,-,,100,703,8000,63/5T Rocki,79,1680,0,7,Wk30,RK108016563117,Rockit Apple 63/5T Rocki,RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,-977KG,7.03,7.03,0KG,0KG,"1,680",79.00%,0%,0%,21%,250723-,OERU4195147-,20250723SZ,,,
OTPU6560955,23/07/2025,SZ,72mm Z Pack Tray,??,repacking,R2919,25031465,42,0,696,72/4,82,152,0,7,Wk30,ROC1201072120,Rockit Apple 72mm Tray (72/0),ROC04812472120,Rockit Apple 72/4 424g,12,128,1536,543.168KG,6.08,16.5,0KG,44.608KG,152,71.68%,0%,6%,22%,250723R2919,OTPU6560955R2919,20250723SZ,,,
CGMU8028178,23/07/2025,SZ,72mm Z Pack Tray,??,repacking,R2934,25032455,42,0,696,72/4,82,152,0,7,Wk30,ROC1201072120,Rockit Apple 72mm Tray (72/0),ROC04812472120,Rockit Apple 72/4 424g,12,128,1536,543.168KG,6.08,16.5,0KG,44.608KG,152,71.68%,0%,6%,22%,250723R2934,CGMU8028178R2934,20250723SZ,,,
TEMU9481200,25/07/2025,SH,52-63mm Mixed bin ????,??,repacking,R1856,00394198062500933831,3,0,1030,LFP ????,56,513,1,7,Wk30,ROC14033300140,Rockit Apple Mixed 52-63mm Export Bin (0/0M),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,516KG,9.72,360,-32KG,0KG,514,50.10%,3%,0%,50%,250725R1856,TEMU9481200R1856,20250725SH,,,
OERU4279783,24/07/2025,SZ,63mmT bin,??,repacking,R1173,"00394198062500839393
00394198062500839409",5,0,1761,63/5T Rocki,151,581,15,7,Wk30,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,1165.06KG,7.03,360,-39KG,103.53KG,596,60.28%,2%,6%,34%,250724R1173,OERU4279783R1173,20250724SZ,?????,,
OERU4279783,24/07/2025,SZ,63mmT bin,??,repacking,R2534,"00394198062500840788
00394198062500840801
00394198062500840832
00394198062500840894",10,0,3538,63/5T Rocki,288,1163,29,7,Wk30,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,2345.66KG,7.03,360,-62KG,321.02KG,"1,192",57.23%,2%,9%,34%,250724R2534,OERU4279783R2534,20250724SZ,???,,
OERU4279783,24/07/2025,SZ,63mmT bin,??,repacking,R2900,00394198062500848180,2.8,0,988,63/5T Rocki,84,325,8,7,Wk30,ROC117818563117,Rockit Apple 63Tmm Export Bin (63/5W),RK108016563117,Rockit Apple 63/5T Rocki,16,112,1792,654.78KG,7.03,360,-20KG,64.26KG,333,59.77%,2%,7%,34%,250724R2900,OERU4279783R2900,20250724SZ,?????,,
TEMU9557749,25/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2934,"00394219037825086656
00394219037825086724",6,0,2073,LFP ????,119,1089,9,7,Wk30,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,974.48KG,9.72,360,-87KG,0KG,"1,099",47.01%,4%,0%,53%,250725R2934,TEMU9557749R2934,20250725SZ,,,
TEMU9557749,25/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2851,00394219037825086564,1.3,0,459,LFP ????,32,138,2,7,Wk30,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,318.42KG,9.72,360,-9.35KG,7.38KG,140,67.82%,2%,2%,31%,250725R2851,TEMU9557749R2851,20250725SZ,,,
ONEU9172795,25/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2933,00394219037825074851,3,0,1048,LFP ????,58,470,5,7,Wk30,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,572.94KG,9.72,360,-32KG,9.18KG,475,53.79%,3%,1%,45%,250725R2933,ONEU9172795R2933,20250725SZ,,,
TEMU9557749,25/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2879,00394219037825087295,3,0,1039,LFP ????,55,472,6,7,Wk30,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,560.45KG,9.72,360,-41.5KG,25.85KG,478,51.48%,4%,2%,46%,250725R2879,TEMU9557749R2879,20250725SZ,,,
TEMU9557749,25/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R2668,"00394219037825086960
00394219037825087073",3,0,1050,LFP ????,74,314,5,7,Wk30,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,731.2KG,9.72,360,-30KG,11.92KG,319,68.50%,3%,1%,30%,250725R2668,TEMU9557749R2668,20250725SZ,,,
TEMU9557749,25/07/2025,SZ,53-58mm Mixed bin ????,??,repacking,R1752,00394219037825087073,2,0,698,LFP ????,54,163,4,7,Wk30,ROC25312280140253,Rockit Apple Mixed 53-58mm Export Bin (140/0W),ROC144916165140,Rockit Apple 52-63 Family Pack 16T,9,44,396,530.91KG,9.72,360,-22KG,6.03KG,167,75.20%,3%,1%,24%,250725R1752,TEMU9557749R1752,20250725SZ,,,
