Repacking Date,Month,Week,WH,Raw material Code,Raw Des,Procesisng Type,Rpin,Container Number,Pallets Number,Count of Cartons/Bins,Total Bin Weight KG,Shrinkage Kgs,Shrinkage %,FG Code,FG Des,Units/carton,FG Specification,Carton/Pallet,FG Pallets,FG Carton,FG Unit,FG Weight,FG Standard Weight,Overweight KG,Defects KG,Rotted KG,Defect rate,Labor cost,FG Sample,Puntures,The Rate of Spoilted ,Bruise,The Rate of Cosmetic,JA Sample,Export Fruit,The Rate of Export Fruit,Remark,Processing Number,Juice Apple(KG),The Rate of Overweight KG,The Rate of Juice Apple(KG),Packout,Arrival Date,Arrival Date&Container Number,Container&RPIN,Month,DATE,Date&Rpin,Standard weight
15/04/2025,4,16,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2925,SEKU9020790,"‘00394198062500134641
00394198062500134665
00394198062500134672
00394198062500134832
00394198062500134849
00394198062500135662
00394198062500139615",21,7226,-334,-0.046221976,ROC144916165140,Large Family Pack,9,9??,44,12.45454545,548,4932,5049,1.082KG,0KG,2156,21,0,"7,544.00",,,,,,,,,,,2176.6,0.00%,30.12%,69.88%,250319,250319SEKU9020790,SEKU9020790R2925,4,250415,250415R2925,9.738
7/04/2025,4,15,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2710,SEKU9020790,’00394198062500134580,3,1031,-49,-0.047526673,ROC144916165140,Large Family Pack,9,9??,44,1.772727273,78,702,719,1.082KG,0KG,309,3,0,"1,058.00",,,,,,,,,,,312.3,0.00%,30.29%,69.71%,250319,250319SEKU9020790,SEKU9020790R2710,4,250407,250407R2710,9.738
11/04/2025,4,15,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2534,SEKU9020790,"‘00394198062500184448
00394198062500184523
00394198062500188569
00394198062500193020",12,4129,-191,-0.046258174,ROC144916165140,Large Family Pack,9,9??,44,7.090909091,312,2808,2878,1.082KG,0KG,1239,12,0,"4,554.00",,,,,,,,,,,1251,0.00%,30.30%,69.70%,250319,250319SEKU9020790,SEKU9020790R2534,4,250411,250411R2534,9.738
14/04/2025,4,16,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,SEKU9020790,"’00394198062500193129
00394198062500193174
00394198062500193198
00394198062500193204
00394198062500193266
00394198062500193273
00394198062500195734
00394198062500195758",24,8255,-385,-0.046638401,ROC144916165140,Large Family Pack,9,9??,44,12.93181818,569,5121,5751,1.082KG,210.078KG,2476,28,0,"7,843.00",,,,,,,,,,,2504,2.54%,30.33%,67.12%,250319,250319SEKU9020790,SEKU9020790R1230,4,250414,250414R1230,9.738
8/04/2025,4,15,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,TTNU8917334,"’00394219037825013133
00394219037825013256",3,1033,-47,-0.045498548,ROC144916165140,Large Family Pack,9,9??,44,1.681818182,74,666,680,1.082KG,0KG,345,8,0,"1,012.00",,,,,,,,,,,353,0.00%,34.17%,65.83%,250319,250319TTNU8917334,TTNU8917334R1149,4,250408,250408R1149,9.738
23/04/2025,4,17,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,TTNU8917334,"‘00394219037825013102
00394219037825013133",6,2072,-88,-0.042471042,ROC144916165140,Large Family Pack,9,9??,44,3.363636364,148,1332,1335,1.082KG,0KG,722,15,0,"2,024.00",,,,,,,,,,,737,0.00%,35.57%,64.43%,250319,250319TTNU8917334,TTNU8917334R2900,4,250423,250423R2900,9.738
23/04/2025,4,17,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2919,TTNU8917334,"’00394219037825012037
00394219037825012044",6,2073,-87,-0.041968162,ROC144916165140,Large Family Pack,9,9??,44,3.318181818,146,1314,1321,1.082KG,0KG,736,16,0,"2,024.00",,,,,,,,,,,752,0.00%,36.28%,63.72%,250319,250319TTNU8917334,TTNU8917334R2919,4,250423,250423R2919,9.738
24/04/2025,4,17,SZ,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R1230,TTNU8917334,"‘00394219037825015823
00394219037825015847
00394219037825015892",9,3105,-135,-0.043478261,Rockit Apple SFP,Small Family Pack,11,11?1,65,4.8,312,3432,2120KG,0.602727273KG,51.44KG,965,20,0,"4,945.00",,,,,,,,,,,985,1.66%,31.72%,66.62%,250319,250319TTNU8917334,TTNU8917334R1230,4,250424,250424R1230,6.63
17/04/2025,4,16,SZ,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R2886,TTNU8917334,"’00394219037825014208
00394219037825014253
00394219037825014284
00394219037825014345
00394219037825014369
00394219037825014406
00394219037825014437
00394219037825014468",24,8283,-357,-0.043100326,Rockit Apple SFP,Small Family Pack,11,11?1,65,14.53846154,945,10395,5757KG,0.602727273KG,0KG,2472,54,0,"14,559.00",,,,,,,,,,,2526,0.00%,30.50%,69.50%,250319,250319TTNU8917334,TTNU8917334R2886,4,250417,250417R2886,6.63
17/04/2025,4,16,SZ,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R2900,TTNU8917334,"‘00394219037825014499
00394219037825014550
00394219037825014574
00394219037825014697",12,4143,-177,-0.042722665,Rockit Apple SFP,Small Family Pack,11,11?1,65,7.261538462,472,5192,2880KG,0.602727273KG,0KG,1236,27,0,"7,245.00",,,,,,,,,,,1263,0.00%,30.49%,69.51%,250319,250319TTNU8917334,TTNU8917334R2900,4,250417,250417R2900,6.63
25/04/2025,4,17,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1230,SZLU9418329,"’00394198062500154922
00394198062500155394",4,1382KG,-58KG,-0.041968162KG,ROC08016563117,63/5,16,5,128,1.171875,150,2400,930KG,0.389KG,0KG,384,7,0,"1,426.00",200,0,0.00%,1,0.50%,200,0,0.00%,,,391,0.00%,28.29%,71.71%,250319,250319SZLU9418329,SZLU9418329R1230,4,250425,250425R1230,6.224
28/04/2025,4,18,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2534,SZLU9418329,’00394198062500185513,3,1033KG,-47KG,-0.045498548KG,ROC08016563117,63/5,16,5,128,0.9609375,123,1968,762.6KG,0.389KG,0KG,265,5,0,"1,012.00",200,0,0.00%,1,0.50%,200,0,0.00%,,,270.3,0.00%,26.17%,73.83%,250319,250319SZLU9418329,SZLU9418329R2534,4,250428,250428R2534,6.224
29/04/2025,4,18,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2900,SZLU9418329,"‘00394198062500155394
00394198062500157596
00394198062500161951
00394198062500161982",8,2760KG,-120KG,-0.043478261KG,ROC08016563117,63/5,16,5,128,2.3671875,303,4848,1878.6KG,0.389KG,0KG,715,20,0,"2,622.00",600,2,0.30%,1,0.20%,600,0,0.00%,,,735,0.00%,26.63%,73.37%,250319,250319SZLU9418329,SZLU9418329R2900,4,250429,250429R2900,6.224
28/04/2025,4,18,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,FBIU5138860,"‘00394198062500205907
00394198062500207826
00394198062500207857
00394198062500208328
00394198062500208397
00394198062500208427
00394198062500208458
00394198062500208489
00394198062500208779
00394198062500208830
00394198062500209059
00394198062500209073",36,12346,-614,-0.049732707,ROC144916165140,Large Family Pack,9,9??,44,20.54545455,904,8136,8182KG,1.082KG,0KG,4123,41,0,"12,696.00",1500,3,0.20%,1,0.10%,1500,1,0.10%,,,4164,0.00%,33.73%,66.27%,250326,250326FBIU5138860,FBIU5138860R2900,4,250428,250428R2900,9.738
21/04/2025,4,17,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2886,MNBU4146825,"’00394198062500222577
00394198062500222676",6,2058,-102,-0.049562682,ROC08016563117,63/5,16,5,128,1.921875,246,3936,1492KG,0.389KG,0KG,563,3,0,"2,185.00",500,0,0.00%,1,0.20%,500,0,0.00%,,,566,0.00%,27.50%,72.50%,250325,250325MNBU4146825,MNBU4146825R2886,4,250421,250421R2886,6.224
28/04/2025,4,18,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2919,SEKU9295143,"00394198062500178218
00394198062500178355
00394198062500178423
00394198062500178430
00394198062500178515",15,5155,-245,-0.047526673,ROC08016563117,63/5,16,5,128,4.640625,594,9504,3861KG,0.389KG,163.944KG,1289,5,0,"5,014.00",800,0,0.00%,2,0.30%,800,0,0.00%,,,1294,3.18%,25.10%,71.72%,250324,250324SEKU9295143,SEKU9295143R2919,4,250428,250428R2919,6.224
3/05/2025,5,18,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2534,SEKU9295143,"00394198062500185636
00394198062500188613
00394198062500193044
00394198062500193136",12,4128,-192,-0.046511628,ROC08016563117,63/5,16,5,128,3.7734375,483,7728,3048.8KG,0.389KG,42.608KG,1075,4,0,"4,025.00",700,1,0.10%,1,0.10%,700,0,0.00%,,,1079.2,1.03%,26.14%,72.82%,250324,250324SEKU9295143,SEKU9295143R2534,5,250503,250503R2534,6.224
6/05/2025,5,19,SH,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1230,SEKU9295143,"00394198062500193211
00394198062500193648
00394198062500195611",9,3026,-214,-0.070720423,ROC08016563117,63/5,16,5,128,2.5859375,331,5296,2169.98KG,0.389KG,109.836KG,853,3,0,"3,197.00",500,0,0.00%,1,0.20%,500,1,0.20%,,,856.02,3.63%,28.29%,68.08%,250324,250324SEKU9295143,SEKU9295143R1230,5,250506,250506R1230,6.224
4/05/2025,5,19,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,CXRU1505116,"00394198062500261569
00394198062500261583
00394198062500263648",9,3067.7,-172.3,-0.056165857,ROC144916165140,Large Family Pack,9,9??,44,5.454545455,240,2160,2272,1.082KG,0KG,773,23,0,"3,289.00",200,0,0.00%,1,0.50%,200,0,0.00%,,,795.98,0.00%,25.95%,74.05%,250419,250419CXRU1505116,CXRU1505116R1149,5,250504,250504R1149,9.738
10/05/2025,5,19,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,CXRU1505116,"00394198062500261712
00394198062500262443",6,2101,-59,-0.028081866,ROC144916165140,Large Family Pack,9,9??,44,3.704545455,163,1467,1636,1.082KG,48.706KG,460,5,0,"2,185.00",100,1,1.00%,0,0.00%,100,0,0.00%,,,465,2.32%,22.13%,75.55%,250419,250419CXRU1505116,CXRU1505116R1149,5,250510,250510R1149,9.738
12/05/2025,5,20,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,CXRU1505116,00394198062500262115,3,1017,-63,-0.061946903,ROC144916165140,Large Family Pack,9,9??,44,1.681818182,74,666,700,1.082KG,0KG,310,7,0,"1,035.00",100,0,0.00%,0,0.00%,100,0,0.00%,,,317,0.00%,31.17%,68.83%,250419,250419CXRU1505116,CXRU1505116R1149,5,250512,250512R1149,9.738
30/04/2025,4,18,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,CXRU1505116,"00394198062500251393
00394198062500259320
00394198062500259474",9,3080,-160,-0.051948052,ROC144916165140,Large Family Pack,9,9??,44,4.261363636,188,1687.5,1844,1.082KG,17.825KG,1217,19,0,"2,714.00",200,0,0.00%,2,1.00%,200,1,0.50%,,,1236.3,0.58%,40.14%,59.28%,250419,250419CXRU1505116,CXRU1505116R1230,4,250430,250430R1230,9.738
1/05/2025,5,18,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,CXRU1505116,00394198062500259412,3,1050,-30,-0.028571429,ROC144916165140,Large Family Pack,9,9??,44,1.681818182,74,666,717,1.082KG,0KG,324,9,0,"1,058.00",100,0,0.00%,0,0.00%,100,0,0.00%,,,332.6,0.00%,31.68%,68.32%,250419,250419CXRU1505116,CXRU1505116R1230,5,250501,250501R1230,9.738
8/05/2025,5,19,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,CXRU1505116,"00394198062500247815
00394198062500245071
00394198062500260272",9,3123.5,-116.5,-0.037297903,ROC144916165140,Large Family Pack,9,9??,44,5.113636364,225,2025,2384,1.082KG,192.45KG,735,5,0,"3,220.00",300,1,0.30%,0,0.00%,300,1,0.30%,,,740,6.16%,23.69%,70.15%,250419,250419CXRU1505116,CXRU1505116R1230,5,250508,250508R1230,9.738
9/05/2025,5,19,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,CXRU1505116,00394198062500259757,3,1043,-37,-0.035474593,Rockit Apple SFP,Small Family Pack,11,11?1,65,1.707692308,111,1221,713,0.602727273KG,0KG,325,5,0,"1,656.00",100,1,1.00%,1,1.00%,100,0,0.00%,,,330,0.00%,31.64%,68.36%,250419,250419CXRU1505116,CXRU1505116R1230,5,250509,250509R1230,6.63
9/05/2025,5,19,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,CXRU1505116,"00394198062500260319
00394198062500260340",6,2098,-62,-0.029551954,ROC144916165140,Large Family Pack,9,9??,44,3.386363636,149,1341,1617,1.082KG,166.038KG,468,13,0,"2,093.00",200,0,0.00%,1,0.50%,200,1,0.50%,,,481,7.91%,22.93%,69.16%,250419,250419CXRU1505116,CXRU1505116R1230,5,250509,250509R1230,9.738
10/05/2025,5,19,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1262,CXRU1505116,‘00394198062500277621,3,1039,-41,-0.03946102,ROC144916165140,Large Family Pack,9,9??,44,1.863636364,82,738,785,1.082KG,0KG,242,12,0,"1,104.00",100,1,1.00%,0,0.00%,100,0,0.00%,,,254,0.00%,24.45%,75.55%,250419,250419CXRU1505116,CXRU1505116R1262,5,250510,250510R1262,9.738
10/05/2025,5,19,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,CXRU1505116,"00394198062500302514
00394198062500302613",6,2078,-82,-0.03946102,ROC144916165140,Large Family Pack,9,9??,44,3.818181818,168,1512,1585.7KG,1.082KG,0KG,481,11,0,"2,139.00",200,1,0.50%,0,0.00%,200,0,0.00%,,,492.3,0.00%,23.69%,76.31%,250419,250419CXRU1505116,CXRU1505116R1580,5,250510,250510R1580,9.738
23/04/2025,4,17,SZ,ROC1201072120,Rockit Apple 72mm Z pack (72/0),Repacking,R2900,OERU4077210,"00427057
00233955
00427057
00233955",89,10680,0,0,ROC04812472120,72/4,12,4,128,1.375,176,2112,,0.508KG,0KG,2232,0,0,"1,817.00",50,0,0.00%,0,0.00%,50,0,0.00%,,,2232,0.00%,20.90%,79.10%,250420,250420OERU4077210,OERU4077210R2900,4,250423,250423R2900,6.096
27/04/2025,4,18,SZ,ROC1201072120,Rockit Apple 72mm Z pack (72/0),Repacking,R1230,OERU4077210,00234426,56,6720,0,0,ROC04812472120,72/4,12,4,128,0.703125,90,1080,,0.508KG,0KG,2400,0,0,"1,035.00",30,0,0.00%,0,0.00%,30,0,0.00%,,,2400,0.00%,35.71%,64.29%,250420,250420OERU4077210,OERU4077210R1230,4,250427,250427R1230,6.096
28/04/2025,4,18,SZ,ROC1201072120,Rockit Apple 72mm Z pack (72/0),Repacking,R1021/R1936,OERU4077210,"00233931
00423370",72,8640,0,0,ROC04812472120,72/4,12,4,128,1.203125,154,1848,,0.508KG,0KG,1648,0,0,"1,541.00",50,0,0.00%,0,0.00%,50,0,0.00%,,,1648,0.00%,19.07%,80.93%,250420,250420OERU4077210,OERU4077210R1021/R1936,4,250428,250428R1021/R1936,6.096
16/05/2025,5,20,SZ,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2872,CGMU5427596,00394198062500416662,3,1032,-48,-0.046511628,,63/3,16,3,176,1.465909091,258,4128,725.5KG,0.26375KG,0KG,304,3,0,"1,702.00",100,0,0.00%,1,1.00%,100,0,0.00%,,,306.5,0.00%,29.70%,70.30%,250425,250425CGMU5427596,CGMU5427596R2872,5,250516,250516R2872,4.22
28/04/2025,4,18,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,CGMU5454436,"00394198062500297131
00394198062500319017",6,2089,-71,-0.033987554,ROC144916165140,Large Family Pack,9,9??,44,3.477272727,153,1377,1476KG,1.082KG,0KG,603,10,0,"2,185.00",200,0,0.00%,1,0.50%,200,0,0.00%,,,613,0.00%,29.34%,70.66%,250425,250425CGMU5454436,CGMU5454436R1580,4,250428,250428R1580,9.738
12/05/2025,5,20,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,CGMU5454436,"00394198062500292075
00394198062500292174
00394198062500293621
00394198062500297162",12,4187,-133,-0.031764987,ROC144916165140,Large Family Pack,9,9??,44,7.068181818,311,2799,3085.25KG,1.082KG,56.732KG,1075,26,0,"4,255.00",500,3,0.60%,1,0.20%,500,2,0.40%,,,1101.75,1.35%,26.31%,72.33%,250425,250425CGMU5454436,CGMU5454436R1580,5,250512,250512R1580,9.738
14/05/2025,5,20,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,CGMU5454436,"00394198062500288382
00394198062500289020",6,2089,-71,-0.033987554,ROC144916165140,Large Family Pack,9,9??,44,3.568181818,157,1413,1464KG,1.082KG,0KG,605,20,0,"2,185.00",200,1,0.50%,0,0.00%,200,0,0.00%,,,625,0.00%,29.92%,70.08%,250425,250425CGMU5454436,CGMU5454436R1580,5,250514,250514R1580,9.738
17/05/2025,5,20,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,CGMU5454436,"00394198062500288399
00394198062500292099
00394198062500292235",9,3125,-115,-0.0368,ROC144916165140,Large Family Pack,9,9??,44,5.363636364,236,2124,2202KG,1.082KG,0KG,910,13,0,"3,289.00",400,3,0.80%,1,0.30%,400,1,0.30%,,,923,0.00%,29.54%,70.46%,250425,250425CGMU5454436,CGMU5454436R1580,5,250517,250517R1580,9.738
18/05/2025,5,21,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2879,CGMU5454436,00394198062500287941,3,1023,-57,-0.055718475,ROC144916165140,Large Family Pack,9,9??,44,1.795454545,79,711,741.5KG,1.082KG,0KG,280,2,0,"1,081.00",100,0,0.00%,1,1.00%,100,0,0.00%,,,281.5,0.00%,27.52%,72.48%,250425,250425CGMU5454436,CGMU5454436R2879,5,250518,250518R2879,9.738
18/05/2025,5,21,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,CGMU5454436,"00394198062500297148
00394198062500294147
00394198062500292181
00394198062500319031",12,4179,-141,-0.033740129,ROC144916165140,Large Family Pack,9,9??,44,7.340909091,323,2907,3189.49KG,1.082KG,44.116KG,1083,7,0,"4,485.00",600,4,0.70%,3,0.50%,600,3,0.50%,,,1089.88,1.06%,26.08%,72.86%,250425,250425CGMU5454436,CGMU5454436R1580,5,250518,250518R1580,9.738
8/05/2025,5,19,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,CGMU5559714,"00394198062500273029
00394198062500272282",4,1410,-30,0,ROC144916165140,Large Family Pack,9,9??,44,2.204545455,97,873,971,1.082KG,26.604KG,438,1,0,"1,380.00",600,2,0.30%,2,0.30%,600,1,0.20%,,,439.28,1.89%,31.14%,66.97%,250501,250501CGMU5559714,CGMU5559714R1149,5,250508,250508R1149,9.738
9/05/2025,5,19,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,CGMU5559714,"00394198062500272282
00394198062500273081",4,1405,-35,0,ROC144916165140,Large Family Pack,9,9??,44,1.909090909,84,756,841,1.082KG,23.018KG,563,1,0,"1,288.00",600,3,0.50%,1,0.20%,600,2,0.30%,,,563.52,1.64%,40.12%,58.24%,250501,250501CGMU5559714,CGMU5559714R1149,5,250509,250509R1149,9.738
14/05/2025,5,20,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,CGMU5559714,"00394198062500260173
00394198062500260234
00394198062500260401
00394198062500260159
00394198062500260241",13,4608,-72,-0.015625,ROC144916165140,Large Family Pack,9,9??,44,6.470454545,285,2562.3,2701,1.082KG,0KG,1897,10,0,"4,071.00",500,3,0.60%,2,0.40%,500,1,0.20%,,,1907.2,0.00%,41.39%,58.61%,250501,250501CGMU5559714,CGMU5559714R1230,5,250514,250514R1230,9.738
15/05/2025,5,20,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,CGMU5559714,"00394198062500260159
00394198062500260203
00394198062500260241
00394198062500260265
00394198062500259733
00394198062500260180
00394198062500237359",15,5297,-104,0,ROC144916165140,Large Family Pack,9,9??,44,7.292045455,321,2887.65,2973,1.082KG,0KG,2314,10,0,"4,485.00",700,4,0.60%,2,0.30%,700,2,0.30%,,,2323.88,0.00%,43.88%,56.12%,250501,250501CGMU5559714,CGMU5559714R1230,5,250515,250515R1230,9.738
9/05/2025,5,19,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1262,CGMU5559714,00394198062500273081,1,348,-12,-0.034482759,ROC144916165140,Large Family Pack,9,9??,44,0.545454545,24,216,241,1.082KG,7.588KG,106,0.5,0.3,322,100,1,1.00%,0,0.00%,100,0,0.00%,,,106.7,2.18%,30.66%,67.16%,250501,250501CGMU5559714,CGMU5559714R1262,5,250509,250509R1262,9.738
12/05/2025,5,20,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1580,CGMU5559714,"00394198062500303498
00394198062500306833
00394198062500306840",9,3130,-110,-0.03514377,Rockit Apple SFP,Small Family Pack,11,11?1,65,5.230769231,340,3740,2257,0.602727273KG,3KG,873,0,0,"4,646.00",600,3,0.50%,1,0.20%,600,1,0.20%,,,872.8,0.10%,27.88%,72.02%,250501,250501CGMU5559714,CGMU5559714R1580,5,250512,250512R1580,6.63
12/05/2025,5,20,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1936,CGMU5559714,00394198062500400050,2,691,-29,0,Rockit Apple SFP,Small Family Pack,11,11?1,65,1.253846154,82,896.5,603,0.602727273KG,62.885KG,88,0,0,"1,150.00",200,1,0.50%,0,0.00%,200,0,0.00%,,,87.75,9.10%,12.70%,78.20%,250501,250501CGMU5559714,CGMU5559714R1936,5,250512,250512R1936,6.63
14/05/2025,5,20,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1936,CGMU5559714,"00394198062500400050
00394198062500400111",4,1408,-32,-0.022727273,Rockit Apple SFP,Large Family Pack,9,9??,44,2.147727273,95,850.5,944,1.082KG,23.759KG,463,2,0,"1,334.00",200,2,1.00%,0,0.00%,200,0,0.00%,,,464,1.69%,32.95%,65.36%,250501,250501CGMU5559714,CGMU5559714R1936,5,250514,250514R1936,9.738
12/05/2025,5,20,SH,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2919,CGMU5559714,00394198062500437803,3,1050,-30,-0.028571429,Rockit Apple SFP,Small Family Pack,11,11?1,65,1.784615385,116,1276,726,0.602727273KG,0KG,324,0,0,"1,748.00",300,1,0.30%,1,0.30%,300,1,0.30%,,,324.2,0.00%,30.88%,69.12%,250501,250501CGMU5559714,CGMU5559714R2919,5,250512,250512R2919,6.63
16/04/2025,4,16,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,DFOU6156068,00394198062500243190,3,1078,-2,-0.001855288,ROC144916165140,Large Family Pack,9,9??,44,1.440909091,63.4,570.6,576,1.082KG,0KG,502,0,0,897,100,1,1.00%,,0.00%,100,,0.00%,,,501.7,0.00%,46.54%,53.46%,250413,250413DFOU6156068,DFOU6156068R1230,4,250416,250416R1230,9.738
18/04/2025,4,16,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,DFOU6156068,"00394198062500247877
00394198062500237021",6,2097,-63,-0.030042918,ROC144916165140,Large Family Pack,9,9??,44,2.795454545,123,1107,1213,1.082KG,14.726KG,873,12,0,"1,725.00",200,1,0.50%,1,0.50%,200,1,0.50%,,,884.5,0.70%,42.18%,57.12%,250413,250413DFOU6156068,DFOU6156068R1230,4,250418,250418R1230,9.738
19/04/2025,4,16,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,DFOU6156068,"00394198062500237045
00394198062500248232
00394198062500247884
00394198062500251171",12,4199,-121,-0.028816385,ROC144916165140,Large Family Pack,9,9??,44,6.25,275,2475,2728,1.082KG,50.05KG,1438,33,0,"3,795.00",500,1,0.20%,1,0.20%,500,,0.00%,,,1471,1.19%,35.03%,63.78%,250413,250413DFOU6156068,DFOU6156068R1230,4,250419,250419R1230,9.738
19/04/2025,4,16,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,DFOU6156068,00394198062500251232,3,1048,-32,-0.030534351,ROC144916165140,Large Family Pack,9,9??,44,1.477272727,65,585,591,1.082KG,0KG,451,6,0,920,100,,0.00%,1,1.00%,100,,0.00%,,,457,0.00%,43.61%,56.39%,250413,250413DFOU6156068,DFOU6156068R1230,4,250419,250419R1230,9.738
21/04/2025,4,17,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,DFOU6156068,"00394198062500251058
00394198062500237076",4,1402,-38,-0.027104137,ROC144916165140,Large Family Pack,9,9??,44,1.818181818,80,720,736,1.082KG,0KG,657,9,0,"1,219.00",200,,0.00%,1,0.50%,200,,0.00%,,,666.35,0.00%,47.53%,52.47%,250413,250413DFOU6156068,DFOU6156068R1230,4,250421,250421R1230,9.738
22/04/2025,4,17,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1230,DFOU6156068,00394198062500237076,2,700.5,-19.5,-0.027837259,ROC144916165140,Large Family Pack,9,9??,44,1.022727273,45,405,416,1.082KG,0KG,280,5,0,644,100,,0.00%,,0.00%,100,,0.00%,,,284.5,0.00%,40.61%,59.39%,250413,250413DFOU6156068,DFOU6156068R1230,4,250422,250422R1230,9.738
16/04/2025,4,16,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2886,DFOU6156068,00394198062500227084,3,1065,-15,-0.014084507,ROC144916165140,Large Family Pack,9,9??,44,1.386363636,61,549,563,1.082KG,0KG,502,0,0,874,200,1,0.50%,1,0.50%,200,,0.00%,,,501.7,0.00%,47.11%,52.89%,250413,250413DFOU6156068,DFOU6156068R2886,4,250416,250416R2886,9.738
21/04/2025,4,17,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2886,DFOU6156068,00394198062500226674,3,1076.5,-3.5,-0.003251277,ROC144916165140,Large Family Pack,9,9??,44,1.431818182,63,567,584,1.082KG,0KG,486,7,0,897,200,,0.00%,1,0.50%,200,1,0.50%,,,492.5,0.00%,45.75%,54.25%,250413,250413DFOU6156068,DFOU6156068R2886,4,250421,250421R2886,9.738
22/04/2025,4,17,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2886,DFOU6156068,"00394198062500228227
00394198062500224809
00394198062500223222
00394198062500226926",12,4240.5,-79.5,-0.018747789,ROC144916165140,Large Family Pack,9,9??,44,6.613636364,291,2619,2880,1.082KG,46.042KG,1337,24,0,"4,094.00",600,1,0.20%,2,0.30%,600,1,0.20%,,,1360.7,1.09%,32.09%,66.83%,250413,250413DFOU6156068,DFOU6156068R2886,4,250422,250422R2886,9.738
23/04/2025,4,17,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2886,DFOU6156068,"00394198062500227091
00394198062500227657
00394198062500227664
00394198062500228487",12,4221,-99,-0.023454158,ROC144916165140,Large Family Pack,9,9??,44,6.288636364,276.7,2490.3,2739,1.082KG,44.7554KG,1451,31,0,"3,910.00",700,3,0.40%,1,0.10%,700,2,0.30%,,,1481.74,1.06%,35.10%,63.84%,250413,250413DFOU6156068,DFOU6156068R2886,4,250423,250423R2886,9.738
