Repacking Date,Month,Week,WH,Raw material Code,Raw Des,Procesisng Type,Rpin,Container Number,Pallets Number,Count of Cartons/Bins,Total Bin Weight KG,Shrinkage Kgs,Shrinkage %,FG Code,FG Des,Units/carton,FG Specification,Carton/Pallet,FG Pallets,FG Carton,FG Unit,FG Weight,FG Standard Weight,Overweight KG,Defects KG,Rotted KG,Defect rate,Labor cost,FG Sample,Puntures,The Rate of Spoilted ,Bruise,The Rate of Cosmetic,JA Sample,Export Fruit,The Rate of Export Fruit,Remark,Processing Number,Juice Apple(KG),The Rate of Overweight KG,The Rate of Juice Apple(KG),Packout,Arrival Date,Arrival Date&Container Number,Container&RPIN,Month,DATE,Date&Rpin,Standard weight
26/03/2025,3,13,SH,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R1149,MNBU4089284,"00394198062500150153
00394198062500150108
00394198062500146590",9,3104,-136,-0.043814433,ROC144916165140,Large Family Pack,9,9??,44,5.090909091,224,2016,2326KG,1.082KG,144.688KG,750,28,0,"3,220.00",,,,,,,,,,,778,4.66%,25.06%,70.27%,250320,250320MNBU4089284,MNBU4089284R1149,3,250326,250326R1149,9.738
26/03/2025,3,13,SH,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R1230,MNBU4089284,00394198062500152577,3,1034,-46,-0.044487427,ROC144916165140,Large Family Pack,9,9??,44,1.590909091,70,630,784KG,1.082KG,102.34KG,240,10,0,"1,012.00",,,,,,,,,,,250,9.90%,24.18%,65.92%,250320,250320MNBU4089284,MNBU4089284R1230,3,250326,250326R1230,9.738
26/03/2025,3,13,SH,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R2900,MNBU4089284,00394198062500160367,3,1037,-43,-0.041465767,ROC144916165140,Large Family Pack,9,9??,44,1.613636364,71,639,786KG,1.082KG,94.602KG,242,9,0,"1,012.00",,,,,,,,,,,251,9.12%,24.20%,66.67%,250320,250320MNBU4089284,MNBU4089284R2900,3,250326,250326R2900,9.738
27/03/2025,3,13,SH,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R2900,MNBU4089284,"00394198062500155387
00394198062500160411",6,2072,-88,-0.042471042,ROC144916165140,Large Family Pack,9,9??,44,3.181818182,140,1260,1551KG,1.082KG,187.68KG,502,19,0,"2,024.00",,,,,,,,,,,521,9.06%,25.14%,65.80%,250320,250320MNBU4089284,MNBU4089284R2900,3,250327,250327R2900,9.738
27/03/2025,3,13,SH,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R1230,MNBU4089284,00394198062500152546,3,1034,-46,-0.044487427,ROC144916165140,Large Family Pack,9,9??,44,1.590909091,70,630,775KG,1.082KG,93.34KG,251,8,0,"1,012.00",,,,,,,,,,,259,9.03%,25.05%,65.92%,250320,250320MNBU4089284,MNBU4089284R1230,3,250327,250327R1230,9.738
30/03/2025,3,14,SH,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R1230,MNBU4089284,"00394198062500154984
00394198062500152492",6,2074,-86,-0.041465767,ROC144916165140,Large Family Pack,9,9??,44,3.181818182,140,1260,1557KG,1.082KG,193.68KG,500,17,0,"2,024.00",,,,,,,,,,,517,9.34%,24.93%,65.73%,250320,250320MNBU4089284,MNBU4089284R1230,3,250330,250330R1230,9.738
14/03/2025,3,11,SZ,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2925,SEGU9512162,"00394198062500109090
00394198062500109304
00394198062500116081
00394198062500109755
00394198062500120736
00394198062500110225
00394198062500115732",17,5896,-224,-0.037991859,ROC08016563117,63/5t,16,63/5T*16,112,5.732142857,642,10272,4196KG,0.44KG,0KG,1666KG,34Kg,0.288331072Kg,4807,,,,,,,,,,,1700,0.00%,28.83%,71.17%,250310,250310SEGU9512162,SEGU9512162R2925,3,250314,250314R2925,7.04
14/03/2025,3,11,SZ,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R1149,SEGU9512162,"00394198062500115749
00394198062500116081
00394198062500115732",6,2083,-77,-0.036965915,ROC08016563117,63/5t,16,63/5T*16,112,2.017857143,226,3616,1483KG,0.44KG,0KG,588KG,12Kg,0.288046087Kg,1794,,,,,,,,,,,600,0.00%,28.80%,71.20%,250310,250310SEGU9512162,SEGU9512162R1149,3,250314,250314R1149,7.04
14/03/2025,3,11,SZ,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2710,SEGU9512162,00394198062500123959,3,1038,-42,-0.040462428,ROC08016563117,63/5t,16,63/5T*16,112,1.017857143,114,1824,738KG,0.44KG,0KG,294KG,6Kg,0.289017341Kg,920,,,,,,,,,,,300,0.00%,28.90%,71.10%,250310,250310SEGU9512162,SEGU9512162R2710,3,250314,250314R2710,7.04
15/03/2025,3,11,SZ,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R1149,SEGU9512162,"00394198062500113240
00394198062500112175
00394198062500112168
00394198062500112182
00394198062500111048
00394198062500110201
00394198062500113233
00394198062500110225",22,7632,-288,-0.037735849,ROC08016563117,63/5t,16,63/5T*16,112,7.410714286,830,13280,5432KG,0.44KG,0KG,2156KG,44Kg,0.288259958Kg,6670,,,,,,,,,,,2200,0.00%,28.83%,71.17%,250310,250310SEGU9512162,SEGU9512162R1149,3,250315,250315R1149,7.04
15/03/2025,3,11,SZ,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2886,SEGU9512162,"00394198062500108864
00394198062500108918",6,2072,-88,-0.042471042,ROC08016563117,63/5t,16,63/5T*16,112,2.026785714,227,3632,1472KG,0.44KG,0KG,588KG,12Kg,0.28957529Kg,1840,,,,,,,,,,,600,0.00%,28.96%,71.04%,250310,250310SEGU9512162,SEGU9512162R2886,3,250315,250315R2886,7.04
15/03/2025,3,11,SZ,ROC117818563117,Rockit Apple 63mm Export Bins (63/5W),Repacking,R2925,SEGU9512162,"00394198062500109649
00394198062500120729",6,2081,-79,-0.037962518,ROC08016563117,63/5t,16,63/5T*16,112,2.008928571,225,3600,1481KG,0.44KG,0KG,588KG,12Kg,0.288322922Kg,1817,,,,,,,,,,,600,0.00%,28.83%,71.17%,250310,250310SEGU9512162,SEGU9512162R2925,3,250315,250315R2925,7.04
17/03/2025,3,12,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2925,SZLU9402549,"00394198062500109137
00394198062500109144
00394198062500134627
00394198062500109298
00394198062500109076
00394198062500109281
00394198062500109151
00394198062500109069
00394198062500109700
00394198062500109120",30,10230,-570,-0.055718475,ROC144916165140,Large Family Pack,9,9??,44,18.75,825,7425,7516KG,1.082KG,0KG,2682,32,0,"11,500.00",,,,,,,,,,,2714,0.00%,26.53%,73.47%,250317,250317SZLU9402549,SZLU9402549R2925,3,250317,250317R2925,9.738
17/03/2025,3,12,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,SZLU9402549,"00394198062500110263
00394198062500113202",6,2035,-125,-0.061425061,ROC144916165140,Large Family Pack,9,9??,44,3.636363636,160,1440,1449KG,1.082KG,0KG,576,10,0,"2,254.00",,,,,,,,,,,586,0.00%,28.80%,71.20%,250317,250317SZLU9402549,SZLU9402549R1149,3,250317,250317R1149,9.738
19/03/2025,3,12,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2925,SZLU9402549,"00394198062500109083
00394198062500109632
00394198062500110218
00394198062500120712",10,3400,-200,-0.058823529,ROC144916165140,Large Family Pack,9,9??,44,6.068181818,267,2403,2426KG,1.082KG,0KG,954,20,0,"3,795.00",,,,,,,,,,,974,0.00%,28.65%,71.35%,250317,250317SZLU9402549,SZLU9402549R2925,3,250319,250319R2925,9.738
19/03/2025,3,12,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,SZLU9402549,"00394198062500110218
00394198062500111338
00394198062500110966
00394198062500111055
00394198062500113219",14,4762,-278,-0.058378832,ROC144916165140,Large Family Pack,9,9??,44,8.681818182,382,3438,3447KG,1.082KG,0KG,1290,25,0,"5,290.00",,,,,,,,,,,1315,0.00%,27.61%,72.39%,250317,250317SZLU9402549,SZLU9402549R1149,3,250319,250319R1149,9.738
25/03/2025,3,13,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2919,TEMU9242206,00394219037825012396,2,682,-38,-0.055718475,ROC144916165140,Large Family Pack,9,9??,44,1.136363636,50,450,455KG,1.082KG,0KG,223,4,0,690,,,,,,,,,,,227,0.00%,33.28%,66.72%,250318,250318TEMU9242206,TEMU9242206R2919,3,250325,250325R2919,9.738
25/03/2025,3,13,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,TEMU9242206,"00394219037825012433
00394219037825012662
00394219037825012532",9,3061,-179,-0.058477622,ROC144916165140,Large Family Pack,9,9??,44,5.068181818,223,2007,2041KG,1.082KG,0KG,1010,10,0,"3,105.00",,,,,,,,,,,1020,0.00%,33.32%,66.68%,250318,250318TEMU9242206,TEMU9242206R1149,3,250325,250325R1149,9.738
25/03/2025,3,13,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,TEMU9242206,00394219037825012945,3,1022,-58,-0.056751468,ROC144916165140,Large Family Pack,9,9??,44,1.704545455,75,675,679KG,1.082KG,0KG,338,5,0,"1,035.00",,,,,,,,,,,343,0.00%,33.56%,66.44%,250318,250318TEMU9242206,TEMU9242206R2900,3,250325,250325R2900,9.738
26/03/2025,3,13,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2919,TEMU9242206,"00394219037825012327
00394219037825012341
00394219037825012396",7,2376,-144,-0.060606061,ROC144916165140,Large Family Pack,9,9??,44,3.909090909,172,1548,1583KG,1.082KG,0KG,785,8,0,"2,392.00",,,,,,,,,,,793,0.00%,33.38%,66.62%,250318,250318TEMU9242206,TEMU9242206R2919,3,250326,250326R2919,9.738
26/03/2025,3,13,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,TEMU9242206,00394219037825012518,3,1022,-58,-0.056751468,ROC144916165140,Large Family Pack,9,9??,44,1.704545455,75,675,677KG,1.082KG,0KG,341,4,0,"1,035.00",,,,,,,,,,,345,0.00%,33.76%,66.24%,250318,250318TEMU9242206,TEMU9242206R1149,3,250326,250326R1149,9.738
26/03/2025,3,13,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,TEMU9242206,"00394219037825012761
00394219037825012860
00394219037825013027
00394219037825012822",12,4077,-243,-0.059602649,ROC144916165140,Large Family Pack,9,9??,44,6.636363636,292,2628,2717KG,1.082KG,0KG,1345,15,0,"4,140.00",,,,,,,,,,,1360,0.00%,33.36%,66.64%,250318,250318TEMU9242206,TEMU9242206R2900,3,250326,250326R2900,9.738
27/03/2025,3,13,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R1149,TEMU9242206,"00394219037825012464
00394219037825012570",5,1698,-102,-0.060070671,ROC144916165140,Large Family Pack,9,9??,44,2.840909091,125,1125,1132KG,1.082KG,0KG,560,6,0,"1,725.00",,,,,,,,,,,566,0.00%,33.33%,66.67%,250318,250318TEMU9242206,TEMU9242206R1149,3,250327,250327R1149,9.738
27/03/2025,3,13,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2919,TEMU9242206,"00394219037825012570
00394219037825012129",4,1362,-78,-0.057268722,ROC144916165140,Large Family Pack,9,9??,44,2.227272727,98,882,907KG,1.082KG,0KG,450,5,0,"1,357.00",,,,,,,,,,,455,0.00%,33.41%,66.59%,250318,250318TEMU9242206,TEMU9242206R2919,3,250327,250327R2919,9.738
28/03/2025,3,13,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2900,TEMU9242206,"00394219037825012983
00394219037825012082
00394219037825012068
00394219037825012730
00394219037825013010",15,5105,-295,-0.057786484,ROC144916165140,Large Family Pack,9,9??,44,8.363636364,368,3312,3404KG,1.082KG,0KG,1685,16,0,"5,106.00",,,,,,,,,,,1701,0.00%,33.32%,66.68%,250318,250318TEMU9242206,TEMU9242206R2900,3,250328,250328R2900,9.738
28/03/2025,3,13,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2925,TEMU9557420,00394198062500139622,3,1026,-54,-0.052631579,ROC144916165140,Large Family Pack,9,9??,44,1.590909091,70,630,763KG,1.082KG,81.34KG,259,4,0,966,,,,,,,,,,,263,7.93%,25.63%,66.44%,250319,250319TEMU9557420,TEMU9557420R2925,3,250328,250328R2925,9.738
31/03/2025,3,14,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2925,TEMU9557420,"00394198062500135686
00394198062500135693",6,2052,-108,-0.052631579,ROC144916165140,Large Family Pack,9,9??,44,3.181818182,140,1260,1525KG,1.082KG,161.68KG,517,10,0,"1,955.00",,,,,,,,,,,527,7.88%,25.68%,66.44%,250319,250319TEMU9557420,TEMU9557420R2925,3,250331,250331R2925,9.738
31/03/2025,3,14,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2710,TEMU9557420,00394198062500126011,3,1028,-52,-0.050583658,ROC144916165140,Large Family Pack,9,9??,44,1.590909091,70,630,765KG,1.082KG,83.34KG,260,3,0,966,,,,,,,,,,,263,8.11%,25.58%,66.31%,250319,250319TEMU9557420,TEMU9557420R2710,3,250331,250331R2710,9.738
1/04/2025,4,14,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2710,TEMU9557420,"00394198062500123874
00394198062500126004
00394198062500125601",9,3079,-161,-0.052289704,ROC144916165140,Large Family Pack,9,9??,44,4.772727273,210,1890,2288KG,1.082KG,243.02KG,774,17,0,"2,898.00",,,,,,,,,,,791,7.89%,25.69%,66.42%,250319,250319TEMU9557420,TEMU9557420R2710,4,250401,250401R2710,9.738
1/04/2025,4,14,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2925,TEMU9557420,00394198062500135679,3,1028,-52,-0.050583658,ROC144916165140,Large Family Pack,9,9??,44,1.636363636,72,648,768KG,1.082KG,66.864KG,255,5,0,989,,,,,,,,,,,260,6.50%,25.29%,68.20%,250319,250319TEMU9557420,TEMU9557420R2925,4,250401,250401R2925,9.738
2/04/2025,4,14,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2925,TEMU9557420,"00394198062500120767
00394198062500122273",4,1370,-70,-0.051094891,ROC144916165140,Large Family Pack,9,9??,44,2.136363636,94,846,1023KG,1.082KG,107.628KG,340,7,0,"1,311.00",,,,,,,,,,,347,7.86%,25.33%,66.82%,250319,250319TEMU9557420,TEMU9557420R2925,4,250402,250402R2925,9.738
2/04/2025,4,14,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2710,TEMU9557420,"00394198062500123812
00394198062500122273
00394198062500128152",8,2740,-140,-0.051094891,ROC144916165140,Large Family Pack,9,9??,44,4.136363636,182,1638,2037KG,1.082KG,264.684KG,688,15,0,"2,599.00",,,,,,,,,,,703,9.66%,25.66%,64.68%,250319,250319TEMU9557420,TEMU9557420R2710,4,250402,250402R2710,9.738
3/04/2025,4,14,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2925,TEMU9557420,"00394198062500120842
00394198062500139639
00394198062500135723",9,3080,-160,-0.051948052,ROC144916165140,Large Family Pack,9,9??,44,4.772727273,210,1890,2292KG,1.082KG,247.02KG,770,18,0,"2,944.00",,,,,,,,,,,788,8.02%,25.58%,66.40%,250319,250319TEMU9557420,TEMU9557420R2925,4,250403,250403R2925,9.738
4/04/2025,4,14,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2925,TEMU9557420,"00394198062500120675
00394198062500139646
00394198062500135709",9,3075,-165,-0.053658537,ROC144916165140,Large Family Pack,9,9??,44,5.045454545,222,1998,2287KG,1.082KG,125.164KG,771,17,0,"3,059.00",,,,,,,,,,,788,4.07%,25.63%,70.30%,250319,250319TEMU9557420,TEMU9557420R2925,4,250404,250404R2925,9.738
4/04/2025,4,14,SZ,ROC14033300140,Large Family Pack bins (0/0M),Repacking,R2710,TEMU9557420,"00394198062500123898
00394198062500125595",6,2050,-110,-0.053658537,ROC144916165140,Large Family Pack,9,9??,44,3.227272727,142,1278,1524KG,1.082KG,141.204KG,515,11,0,"1,978.00",,,,,,,,,,,526,6.89%,25.66%,67.45%,250319,250319TEMU9557420,TEMU9557420R2710,4,250404,250404R2710,9.738
29/03/2025,3,13,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2919,BMOU9256269,"00394198062500166215
00394198062500166581",6,2059,-101,-0.049052938,ROC08016563117,63/5,16,5,128,1.78125,228,3648,1906KG,0.389KG,486.928KG,145KG,8KG,0.310795532KG,"1,978.00",,,,,,,,,,,153,23.65%,7.43%,68.92%,250318,250318BMOU9256269,BMOU9256269R2919,3,250329,250329R2919,6.224
29/03/2025,3,13,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1230,BMOU9256269,00394198062500152508,3,1028,-52,-0.050583658,ROC08016563117,63/5,16,5,128,0.9375,120,1920,956KG,0.389KG,209.12KG,68KG,4KG,0.273463035KG,"1,035.00",,,,,,,,,,,72,20.34%,7.00%,72.65%,250318,250318BMOU9256269,BMOU9256269R1230,3,250329,250329R1230,6.224
1/04/2025,4,14,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2919,BMOU9256269,"00394198062500169445
00394198062500166307
00394198062500167182",9,3088,-152,-0.049222798,ROC08016563117,63/5,16,5,128,2.640625,338,5408,2887KG,0.389KG,783.288KG,188KG,13KG,0.318746114KG,"2,990.00",,,,,,,,,,,201,25.37%,6.51%,68.13%,250318,250318BMOU9256269,BMOU9256269R2919,4,250401,250401R2919,6.224
2/04/2025,4,14,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1149,BMOU9256269,00394198062500152560,2,685,-35,-0.051094891,ROC08016563117,63/5,16,5,128,0.625,80,1280,628KG,0.389KG,130.08KG,54KG,3KG,0.273109489KG,759,,,,,,,,,,,57,18.99%,8.32%,72.69%,250318,250318BMOU9256269,BMOU9256269R1149,4,250402,250402R1149,6.224
2/04/2025,4,14,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1230,BMOU9256269,00394198062500152560,1,345,-15,-0.043478261,ROC08016563117,63/5,16,5,128,0.3125,40,640,317KG,0.389KG,68.04KG,26KG,2KG,0.278376812KG,368,,,,,,,,,,,28,19.72%,8.12%,72.16%,250318,250318BMOU9256269,BMOU9256269R1230,4,250402,250402R1230,6.224
2/04/2025,4,14,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2919,BMOU9256269,"00394198062500169452
00394198062500166420",6,2060,-100,-0.048543689,ROC08016563117,63/5,16,5,128,1.828125,234,3744,1938KG,0.389KG,481.584KG,113KG,9KG,0.293001942KG,"1,978.00",,,,,,,,,,,122,23.38%,5.92%,70.70%,250318,250318BMOU9256269,BMOU9256269R2919,4,250402,250402R2919,6.224
3/04/2025,4,14,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1230,BMOU9256269,00394198062500152447,3,1030,-50,-0.048543689,ROC08016563117,63/5,16,5,128,0.9375,120,1920,970KG,0.389KG,223.12KG,56KG,4KG,0.274873786KG,"1,035.00",,,,,,,,,,,60,21.66%,5.83%,72.51%,250318,250318BMOU9256269,BMOU9256269R1230,4,250403,250403R1230,6.224
3/04/2025,4,14,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2919,BMOU9256269,"00394198062500166086
00394198062500166383
00394198062500166055
00394198062500166000",12,4118,-202,-0.049052938,ROC08016563117,63/5,16,5,128,3.53125,452,7232,3896KG,0.389KG,1082.752KG,205KG,17KG,0.316841185KG,"3,956.00",,,,,,,,,,,222,26.29%,5.39%,68.32%,250318,250318BMOU9256269,BMOU9256269R2919,4,250403,250403R2919,6.224
4/04/2025,4,14,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2900,BMOU9256269,00394198062500166055,3,1028,-52,-0.050583658,ROC08016563117,63/5,16,5,128,0.953125,122,1952,978KG,0.389KG,218.672KG,46KG,4KG,0.261354086KG,"1,104.00",,,,,,,,,,,50,21.27%,4.86%,73.86%,250318,250318BMOU9256269,BMOU9256269R2900,4,250404,250404R2900,6.224
4/04/2025,4,14,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2919,BMOU9256269,00394198062500166468,3,1025,-55,-0.053658537,ROC08016563117,63/5,16,5,128,0.8828125,113,1808,972KG,0.389KG,268.688KG,48KG,5KG,0.313841951KG,"1,012.00",,,,,,,,,,,53,26.21%,5.17%,68.62%,250318,250318BMOU9256269,BMOU9256269R2919,4,250404,250404R2919,6.224
5/04/2025,4,14,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2919,BMOU9256269,"00394198062500169650
00394198062500166376
00394198062500166291",9,3088,-152,-0.049222798,ROC08016563117,63/5,16,5,128,2.6953125,345,5520,2937KG,0.389KG,789.72KG,138KG,13KG,0.304637306KG,"3,105.00",,,,,,,,,,,151,25.57%,4.89%,69.54%,250318,250318BMOU9256269,BMOU9256269R2919,4,250405,250405R2919,6.224
5/04/2025,4,14,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1230,BMOU9256269,00394198062500152553,3,1031,-49,-0.047526673,ROC08016563117,63/5,16,5,128,0.9453125,121,1936,981KG,0.389KG,227.896KG,46KG,4KG,0.269540252KG,"1,058.00",,,,,,,,,,,50,22.10%,4.85%,73.05%,250318,250318BMOU9256269,BMOU9256269R1230,4,250405,250405R1230,6.224
29/03/2025,3,13,SZ,ROC1201072120,Rockit Apple 72mm Z pack (72/0),Repacking,R1936,SEGU9944356,"
25018787
25017414
25017513
",147,17640,0,0,ROC04812472120,72/4,12,4,128,1.796875,230,2760,,0.508KG,0KG,4412,4,0,"1,564.00",,,,,,,,,,,4416,0.00%,25.03%,74.97%,250319,250319SEGU9944356,SEGU9944356R1936,3,250329,250329R1936,6.096
1/04/2025,4,14,SZ,ROC1201072120,Rockit Apple 72mm Z pack (72/0),Repacking,R2919,SEGU9944356,"25018411
25018923",98,11760,0,0,ROC04812472120,72/4,12,4,128,1.2109375,155,1860,,0.508KG,0KG,2934,2,0,"1,035.00",,,,,,,,,,,2936,0.00%,24.97%,75.03%,250319,250319SEGU9944356,SEGU9944356R2919,4,250401,250401R2919,6.096
1/04/2025,4,14,SZ,ROC1201072120,Rockit Apple 72mm Z pack (72/0),Repacking,R2919,SEGU9944356,"25015656
25013348",98,11760,0,0,ROC04812472120,72/4,12,4,128,1.234375,158,1896,,0.508KG,0KG,2937,1,0,"1,035.00",,,,,,,,,,,2938,0.00%,24.98%,75.02%,250319,250319SEGU9944356,SEGU9944356R2919,4,250401,250401R2919,6.096
31/03/2025,3,14,SZ,ROC1201072120,Rockit Apple 72mm Z pack (72/0),Repacking,R2919,PCIU6070176,25011061,49,5880,0,0,ROC04812472120,72/4,12,4,128,0.8515625,109,1308,,0.508KG,0KG,1399,1,0,920,,,,,,,,,,,1400,0.00%,23.81%,76.19%,250318,250318PCIU6070176,PCIU6070176R2919,3,250331,250331R2919,6.096
31/03/2025,3,14,SZ,ROC1201072120,Rockit Apple 72mm Z pack (72/0),Repacking,R1230,PCIU6070176,25011481,49,5880,0,0,ROC04812472120,72/4,12,4,128,0.84375,108,1296,,0.508KG,0KG,1365,0,0,920,,,,,,,,,,,1365,0.00%,23.21%,76.79%,250318,250318PCIU6070176,PCIU6070176R1230,3,250331,250331R1230,6.096
15/04/2025,4,16,SZ,ROC1201072120,Rockit Apple 72mm Z pack (72/0),Repacking,R1149,PCIU6070176,25012778,49,5880,0,0,ROC04812472120,72/4,12,4,128,0.8046875,103,1236,,0.508KG,0KG,1472,0,0,920,,,,,,,,,,,1472,0.00%,25.03%,74.97%,250318,250318PCIU6070176,PCIU6070176R1149,4,250415,250415R1149,6.096
15/04/2025,4,16,SZ,ROC08016563117,Rockit Apple 63/5 Tall 350g,Rework,R1936,PCIU6070176,25017704,1,784,,0,ROC08016563117,63/5t,16,5,112,0.785714286,88,1408,511KG,0.44KG,0KG,272,1,0,943,,,,,,,,,,,273,0.00%,34.82%,65.18%,250318,250318PCIU6070176,PCIU6070176R1936,4,250415,250415R1936,7.04
15/04/2025,4,16,SZ,ROC08016563117,Rockit Apple 63/5 Tall 350g,Rework,R1936,PCIU6070176,25017773,1,784,,0,ROC08016563117,63/5t,16,5,112,0.785714286,88,1408,511KG,0.44KG,0KG,271,2,0,943,,,,,,,,,,,273,0.00%,34.82%,65.18%,250318,250318PCIU6070176,PCIU6070176R1936,4,250415,250415R1936,7.04
12/04/2025,4,15,SZ,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R1230,PCIU6070176,"00394219037825016509
00394219037825016554
00394219037825016615",9,3088,-152,-0.049222798,Rockit Apple SFP,Small Family Pack,11,11?1,65,5.307692308,345,3795,2243KG,0.602727273KG,0KG,829,16,0,"5,405.00",,,,,,,,,,,845,0.00%,27.36%,72.64%,250318,250318PCIU6070176,PCIU6070176R1230,4,250412,250412R1230,6.63
12/04/2025,4,15,SZ,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R1230,PCIU6070176,00394219037825016691,3,1032,-48,-0.046511628,Rockit Apple SFP,Small Family Pack,11,11?1,65,1.769230769,115,1265,750KG,0.602727273KG,0KG,276,6,0,"1,794.00",,,,,,,,,,,282,0.00%,27.33%,72.67%,250318,250318PCIU6070176,PCIU6070176R1230,4,250412,250412R1230,6.63
17/04/2025,4,16,SZ,ROC25312280140253,Small Family Pack Bin (140/0M),Repacking,R2929,PCIU6070176,00394219037825018190,3,1037,-43,-0.041465767,Rockit Apple SFP,Small Family Pack,11,11?1,65,2,130,1430,877KG,0.602727273KG,15.1KG,147,13,0,"1,909.00",,,,,,,,,,,160,1.46%,15.43%,83.11%,250318,250318PCIU6070176,PCIU6070176R2929,4,250417,250417R2929,6.63
8/04/2025,4,15,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2919,SZLU9418329,"’00394198062500174982
00394198062500176702",6,2087KG,-73KG,-0.034978438KG,ROC08016563117,63/5,16,5,128,1.7578125,225,3600,1246KG,0.389KG,0KG,825,16,0,"2,024.00",,,,,,,,,,,841,0.00%,40.30%,59.70%,250319,250319SZLU9418329,SZLU9418329R2919,4,250408,250408R2919,6.224
8/04/2025,4,15,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2900,SZLU9418329,"‘00394198062500155394
00394198062500161951
00394198062500161982",3,1045KG,-35KG,-0.033492823KG,ROC08016563117,63/5,16,5,128,0.8203125,105,1680,603KG,0.389KG,0KG,433,9,0,966,,,,,,,,,,,442,0.00%,42.30%,57.70%,250319,250319SZLU9418329,SZLU9418329R2900,4,250408,250408R2900,6.224
10/04/2025,4,15,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R2919,SZLU9418329,‘00394198062500173718,3,1042KG,-38KG,-0.03646833KG,ROC08016563117,63/5,16,5,128,0.828125,106,1696,593KG,0.389KG,0KG,441,8,0,"1,012.00",,,,,,,,,,,449,0.00%,43.09%,56.91%,250319,250319SZLU9418329,SZLU9418329R2919,4,250410,250410R2919,6.224
10/04/2025,4,15,SZ,ROC195923063195,Rockit Apple 63mm Export Bin (63/0W),Repacking,R1230,SZLU9418329,‘00394198062500153574,3,1044KG,-36KG,-0.034482759KG,ROC08016563117,63/5,16,5,128,0.765625,98,1568,570KG,0.389KG,0KG,462,12,0,"1,012.00",,,,,,,,,,,474,0.00%,45.40%,54.60%,250319,250319SZLU9418329,SZLU9418329R1230,4,250410,250410R1230,6.224
